"code","status","similarity","url"
"41","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/41"
"42","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/42"
"43","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/43"
"44","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/44"
"45","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/45"
"46","逐節比對不足，未修改","","https://www.hymnal.net/zh/hymn/ch/46"
"47","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/47"
"48","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/48"
"49","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/49"
"50","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/50"
"51","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/51"
"52","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/52"
"53","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/53"
"54","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/54"
"55","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/55"
"56","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/56"
"57","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/57"
"58","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/58"
"59","逐節比對不足，未修改","","https://www.hymnal.net/zh/hymn/ch/59"
"60","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/60"
"61","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/61"
"62","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/62"
"63","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/63"
"64","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/64"
"65","已修正換行","99.3%","https://www.hymnal.net/zh/hymn/ch/65"
"66","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/66"
"67","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/67"
"68","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/68"
"69","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/69"
"70","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/70"
"71","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/71"
"72","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/72"
"73","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/73"
"74","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/74"
"75","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/75"
"76","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/76"
"77","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/77"
"78","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/78"
"79","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/79"
"80","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/80"
"81","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/81"
"82","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/82"
"83","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/83"
"84","原本已一致","99.3%","https://www.hymnal.net/zh/hymn/ch/84"
"85","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/85"
"86","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/86"
"87","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/87"
"88","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/88"
"89","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/89"
"90","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/90"
"91","原本已一致","99.5%","https://www.hymnal.net/zh/hymn/ch/91"
"92","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/92"
"93","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/93"
"94","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/94"
"95","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/95"
"96","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/96"
"97","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/97"
"98","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/98"
"99","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/99"
"100","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/100"
"101","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/101"
"102","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/102"
"103","原本已一致","99.5%","https://www.hymnal.net/zh/hymn/ch/103"
"104","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/104"
"105","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/105"
"106","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/106"
"107","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/107"
"108","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/108"
"109","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/109"
"110","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/110"
"111","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/111"
"112","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/112"
"113","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/113"
"114","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/114"
"115","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/115"
"116","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/116"
"117","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/117"
"118","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/118"
"119","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/119"
"120","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/120"
"121","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/121"
"122","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/122"
"123","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/123"
"124","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/124"
"125","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/125"
"126","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/126"
"127","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/127"
"128","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/128"
"129","原本已一致","99.4%","https://www.hymnal.net/zh/hymn/ch/129"
"130","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/130"
"131","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/131"
"132","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/132"
"133","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/133"
"134","已修正換行","99.5%","https://www.hymnal.net/zh/hymn/ch/134"
"135","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/135"
"136","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/136"
"137","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/137"
"138","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/138"
"139","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/139"
"140","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/140"
"141","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/141"
"142","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/142"
"143","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/143"
"144","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/144"
"145","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/145"
"146","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/146"
"147","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/147"
"148","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/148"
"149","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/149"
"150","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/150"
"151","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/151"
"152","逐節比對不足，未修改","","https://www.hymnal.net/zh/hymn/ch/152"
"153","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/153"
"154","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/154"
"155","原本已一致","99.7%","https://www.hymnal.net/zh/hymn/ch/155"
"156","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/156"
"157","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/157"
"158","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/158"
"159","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/159"
"160","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/160"
"161","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/161"
"162","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/162"
"163","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/163"
"164","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/164"
"165","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/165"
"166","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/166"
"167","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/167"
"168","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/168"
"169","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/169"
"170","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/170"
"171","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/171"
"172","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/172"
"173","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/173"
"174","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/174"
"175","原本已一致","99.8%","https://www.hymnal.net/zh/hymn/ch/175"
"176","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/176"
"177","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/177"
"178","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/178"
"179","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/179"
"180","逐節比對不足，未修改","","https://www.hymnal.net/zh/hymn/ch/180"
"181","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/181"
"182","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/182"
"183","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/183"
"184","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/184"
"185","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/185"
"186","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/186"
"187","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/187"
"188","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/188"
"189","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/189"
"190","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/190"
"191","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/191"
"192","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/192"
"193","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/193"
"194","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/194"
"195","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/195"
"196","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/196"
"197","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/197"
"198","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/198"
"199","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/199"
"200","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/200"
"201","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/201"
"202","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/202"
"203","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/203"
"204","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/204"
"205","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/205"
"206","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/206"
"207","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/207"
"208","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/208"
"209","原本已一致","99.4%","https://www.hymnal.net/zh/hymn/ch/209"
"210","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/210"
"211","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/211"
"212","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/212"
"213","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/213"
"214","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/214"
"215","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/215"
"216","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/216"
"217","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/217"
"218","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/218"
"219","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/219"
"220","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/220"
"221","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/221"
"222","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/222"
"223","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/223"
"224","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/224"
"225","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/225"
"226","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/226"
"227","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/227"
"228","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/228"
"229","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/229"
"230","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/230"
"231","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/231"
"232","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/232"
"233","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/233"
"234","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/234"
"235","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/235"
"236","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/236"
"237","原本已一致","99.5%","https://www.hymnal.net/zh/hymn/ch/237"
"238","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/238"
"239","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/239"
"240","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/240"
"241","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/241"
"242","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/242"
"243","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/243"
"244","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/244"
"245","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/245"
"246","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/246"
"247","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/247"
"248","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/248"
"249","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/249"
"250","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/250"
"251","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/251"
"252","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/252"
"253","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/253"
"254","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/254"
"255","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/255"
"256","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/256"
"257","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/257"
"258","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/258"
"259","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/259"
"260","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/260"
"261","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/261"
"262","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/262"
"263","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/263"
"264","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/264"
"265","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/265"
"266","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/266"
"267","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/267"
"268","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/268"
"269","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/269"
"270","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/270"
"271","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/271"
"272","原本已一致","95.3%","https://www.hymnal.net/zh/hymn/ch/272"
"273","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/273"
"274","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/274"
"275","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/275"
"276","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/276"
"277","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/277"
"278","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/278"
"279","原本已一致","99%","https://www.hymnal.net/zh/hymn/ch/279"
"280","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/280"
"281","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/281"
"282","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/282"
"283","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/283"
"284","逐節比對不足，未修改","","https://www.hymnal.net/zh/hymn/ch/284"
"285","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/285"
"286","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/286"
"287","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/287"
"288","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/288"
"289","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/289"
"290","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/290"
"291","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/291"
"292","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/292"
"293","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/293"
"294","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/294"
"295","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/295"
"296","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/296"
"297","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/297"
"298","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/298"
"299","原本已一致","99.4%","https://www.hymnal.net/zh/hymn/ch/299"
"300","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/300"
"301","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/301"
"302","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/302"
"303","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/303"
"304","逐節比對不足，未修改","","https://www.hymnal.net/zh/hymn/ch/304"
"305","原本已一致","99.8%","https://www.hymnal.net/zh/hymn/ch/305"
"306","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/306"
"307","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/307"
"308","逐節比對不足，未修改","","https://www.hymnal.net/zh/hymn/ch/308"
"309","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/309"
"310","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/310"
"311","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/311"
"312","逐節比對不足，未修改","","https://www.hymnal.net/zh/hymn/ch/312"
"313","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/313"
"314","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/314"
"315","原本已一致","99.5%","https://www.hymnal.net/zh/hymn/ch/315"
"316","已修正換行","99.9%","https://www.hymnal.net/zh/hymn/ch/316"
"317","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/317"
"318","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/318"
"319","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/319"
"320","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/320"
"321","已修正換行","99.5%","https://www.hymnal.net/zh/hymn/ch/321"
"322","原本已一致","99.2%","https://www.hymnal.net/zh/hymn/ch/322"
"323","原本已一致","99%","https://www.hymnal.net/zh/hymn/ch/323"
"324","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/324"
"325","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/325"
"326","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/326"
"327","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/327"
"328","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/328"
"329","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/329"
"330","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/330"
"331","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/331"
"332","原本已一致","98.9%","https://www.hymnal.net/zh/hymn/ch/332"
"333","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/333"
"334","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/334"
"335","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/335"
"336","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/336"
"337","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/337"
"338","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/338"
"339","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/339"
"340","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/340"
"341","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/341"
"342","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/342"
"343","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/343"
"344","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/344"
"345","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/345"
"346","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/346"
"347","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/347"
"348","已修正換行","99.7%","https://www.hymnal.net/zh/hymn/ch/348"
"349","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/349"
"350","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/350"
"351","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/351"
"352","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/352"
"353","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/353"
"354","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/354"
"355","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/355"
"356","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/356"
"357","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/357"
"358","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/358"
"359","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/359"
"360","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/360"
"361","原本已一致","99.7%","https://www.hymnal.net/zh/hymn/ch/361"
"362","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/362"
"363","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/363"
"364","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/364"
"365","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/365"
"366","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/366"
"367","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/367"
"368","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/368"
"369","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/369"
"370","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/370"
"371","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/371"
"372","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/372"
"373","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/373"
"374","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/374"
"375","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/375"
"376","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/376"
"377","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/377"
"378","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/378"
"379","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/379"
"380","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/380"
"381","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/381"
"382","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/382"
"383","原本已一致","100%","https://www.hymnal.net/zh/hymn/ch/383"
"384","已修正換行","100%","https://www.hymnal.net/zh/hymn/ch/384"
"385","原本已一致","99.3%","https://www.hymnal.net/zh/hymn/ch/385"
