code,status,similarity,url
225,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/225
226,原本已一致,98.70%,https://www.hymnal.net/zh/hymn/ts/226
227,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/227
228,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/228
229,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/229
230,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/230
231,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/231
232,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/232
233,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/233
234,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/234
235,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/235
236,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/236
237,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/237
238,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/238
239,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/239
240,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/240
241,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/241
242,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/242
243,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/243
244,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/244
245,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/245
246,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/246
247,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/247
248,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/248
249,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/249
250,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/250
251,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/251
252,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/252
253,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/253
254,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/254
255,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/255
256,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/256
257,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/257
258,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/258
301,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/301
302,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/302
303,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/303
304,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/304
305,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/305
306,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/306
307,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/307
308,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/308
309,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/309
310,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/310
311,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/311
312,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/312
313,已修正換行,97.80%,https://www.hymnal.net/zh/hymn/ts/313
314,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/314
315,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/315
316,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/316
317,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/317
318,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/318
319,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/319
320,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/320
321,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/321
322,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/322
323,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/323
324,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/324
325,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/325
326,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/326
327,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/327
328,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/328
329,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/329
330,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/330
331,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/331
332,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/332
333,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/333
334,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/334
335,原本已一致,99.40%,https://www.hymnal.net/zh/hymn/ts/335
336,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/336
337,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/337
338,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/338
339,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/339
340,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/340
341,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/341
342,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/342
343,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/343
344,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/344
345,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/345
346,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/346
347,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/347
348,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/348
349,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/349
401,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/401
402,原本已一致,99.40%,https://www.hymnal.net/zh/hymn/ts/402
403,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/403
404,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/404
405,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/405
406,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/406
407,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/407
408,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/408
409,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/409
410,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/410
411,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/411
412,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/412
413,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/413
414,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/414
415,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/415
416,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/416
417,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/417
418,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/418
419,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/419
420,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/420
421,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/421
422,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/422
423,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/423
424,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/424
425,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/425
426,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/426
427,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/427
428,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/428
429,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/429
430,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/430
431,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/431
432,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/432
433,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/433
434,已修正換行,99.60%,https://www.hymnal.net/zh/hymn/ts/434
435,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/435
436,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/436
437,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/437
438,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/438
439,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/439
440,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/440
441,已修正換行,99.40%,https://www.hymnal.net/zh/hymn/ts/441
442,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/442
443,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/443
444,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/444
445,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/445
446,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/446
447,已修正換行,98.90%,https://www.hymnal.net/zh/hymn/ts/447
448,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/448
449,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/449
450,已修正換行,99.30%,https://www.hymnal.net/zh/hymn/ts/450
451,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/451
452,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/452
453,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/453
454,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/454
455,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/455
456,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/456
457,已修正換行,97%,https://www.hymnal.net/zh/hymn/ts/457
458,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/458
459,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/459
460,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/460
461,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/461
462,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/462
463,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/463
464,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/464
465,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/465
466,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/466
467,已修正換行,94%,https://www.hymnal.net/zh/hymn/ts/467
468,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/468
469,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/469
470,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/470
501,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/501
502,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/502
503,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/503
504,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/504
505,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/505
506,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/506
507,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/507
508,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/508
509,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/509
510,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/510
511,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/511
512,原本已一致,99.70%,https://www.hymnal.net/zh/hymn/ts/512
513,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/513
514,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/514
515,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/515
516,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/516
517,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/517
518,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/518
519,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/519
520,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/520
521,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/521
522,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/522
523,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/523
524,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/524
525,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/525
526,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/526
527,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/527
528,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/528
529,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/529
530,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/530
531,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/531
532,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/532
533,已修正換行,99.70%,https://www.hymnal.net/zh/hymn/ts/533
534,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/534
535,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/535
536,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/536
537,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/537
538,已修正換行,99.10%,https://www.hymnal.net/zh/hymn/ts/538
539,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/539
540,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/540
541,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/541
542,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/542
543,已修正換行,99.10%,https://www.hymnal.net/zh/hymn/ts/543
601,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/601
602,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/602
603,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/603
604,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/604
605,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/605
606,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/606
607,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/607
608,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/608
609,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/609
610,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/610
611,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/611
612,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/612
613,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/613
614,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/614
615,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/615
616,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/616
617,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/617
618,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/618
619,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/619
620,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/620
621,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/621
622,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/622
623,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/623
624,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/624
625,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/625
626,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/626
627,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/627
628,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/628
629,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/629
701,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/701
702,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/702
703,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/703
704,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/704
705,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/705
706,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/706
707,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/707
708,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/708
709,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/709
710,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/710
711,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/711
712,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/712
713,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/713
714,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/714
715,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/715
716,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/716
717,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/717
718,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/718
719,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/719
720,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/720
721,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/721
722,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/722
723,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/723
724,已修正換行,99.40%,https://www.hymnal.net/zh/hymn/ts/724
725,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/725
726,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/726
727,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/727
728,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/728
729,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/729
730,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/730
731,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/731
732,已修正換行,99.50%,https://www.hymnal.net/zh/hymn/ts/732
733,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/733
734,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/734
735,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/735
736,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/736
737,原本已一致,99.10%,https://www.hymnal.net/zh/hymn/ts/737
738,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/738
739,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/739
740,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/740
741,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/741
742,原本已一致,99.70%,https://www.hymnal.net/zh/hymn/ts/742
743,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/743
744,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/744
745,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/745
746,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/746
747,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/747
748,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/748
749,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/749
750,原本已一致,99.70%,https://www.hymnal.net/zh/hymn/ts/750
751,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/751
752,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/752
753,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/753
754,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/754
755,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/755
756,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/756
757,已修正換行,99%,https://www.hymnal.net/zh/hymn/ts/757
