"code","status","similarity","url"
"237","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/237"
"243","已修正主歌換行；副歌保留本機版本","100%","https://www.hymnal.net/zh/hymn/ts/243"
"248","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/248"
"249","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/249"
"250","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/250"
"251","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/251"
"252","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/252"
"253","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/253"
"254","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/254"
"255","原本已一致","100%","https://www.hymnal.net/zh/hymn/ts/255"
"256","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/256"
"257","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/257"
"258","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/258"
"314","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/314"
"317","已修正主歌換行；副歌保留本機版本","100%","https://www.hymnal.net/zh/hymn/ts/317"
"328","已修正換行","100%","https://www.hymnal.net/zh/hymn/ts/328"
"330","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/330"
"331","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/331"
"332","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/332"
"333","已修正換行","100%","https://www.hymnal.net/zh/hymn/ts/333"
"334","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/334"
"336","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/336"
"337","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/337"
"338","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/338"
"339","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/339"
"340","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/340"
"341","已修正換行","100%","https://www.hymnal.net/zh/hymn/ts/341"
"342","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/342"
"344","原本已一致","100%","https://www.hymnal.net/zh/hymn/ts/344"
"347","已修正換行","100%","https://www.hymnal.net/zh/hymn/ts/347"
"348","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/348"
"349","已修正換行","100%","https://www.hymnal.net/zh/hymn/ts/349"
"401","原本已一致","100%","https://www.hymnal.net/zh/hymn/ts/401"
"418","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/418"
"427","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/427"
"431","原本已一致","100%","https://www.hymnal.net/zh/hymn/ts/431"
"432","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/432"
"433","已修正換行","100%","https://www.hymnal.net/zh/hymn/ts/433"
"435","原本已一致","100%","https://www.hymnal.net/zh/hymn/ts/435"
"436","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/436"
"437","原本已一致","100%","https://www.hymnal.net/zh/hymn/ts/437"
"438","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/438"
"439","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/439"
"440","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/440"
"442","已修正換行","100%","https://www.hymnal.net/zh/hymn/ts/442"
"444","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/444"
"445","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/445"
"448","已修正換行","100%","https://www.hymnal.net/zh/hymn/ts/448"
"449","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/449"
"451","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/451"
"452","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/452"
"453","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/453"
"454","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/454"
"455","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/455"
"458","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/458"
"460","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/460"
"461","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/461"
"462","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/462"
"463","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/463"
"464","已修正換行","100%","https://www.hymnal.net/zh/hymn/ts/464"
"466","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/466"
"468","已修正換行","100%","https://www.hymnal.net/zh/hymn/ts/468"
"469","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/469"
"470","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/470"
"503","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/503"
"506","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/506"
"508","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/508"
"513","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/513"
"531","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/531"
"534","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/534"
"537","已修正換行","100%","https://www.hymnal.net/zh/hymn/ts/537"
"539","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/539"
"540","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/540"
"541","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/541"
"542","已修正換行","100%","https://www.hymnal.net/zh/hymn/ts/542"
"616","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/616"
"618","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/618"
"619","已修正換行","100%","https://www.hymnal.net/zh/hymn/ts/619"
"620","已修正換行","100%","https://www.hymnal.net/zh/hymn/ts/620"
"621","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/621"
"623","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/623"
"624","已修正換行","100%","https://www.hymnal.net/zh/hymn/ts/624"
"625","已修正換行","100%","https://www.hymnal.net/zh/hymn/ts/625"
"626","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/626"
"627","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/627"
"628","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/628"
"754","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/754"
"755","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/755"
"756","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/756"
"758","已修正主歌換行；副歌保留本機版本","100%","https://www.hymnal.net/zh/hymn/ts/758"
"759","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/759"
"760","已修正換行","100%","https://www.hymnal.net/zh/hymn/ts/760"
"762","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/762"
"822","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/822"
"824","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/824"
"842","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/842"
"852","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/852"
"853","已修正主歌換行；副歌保留本機版本","100%","https://www.hymnal.net/zh/hymn/ts/853"
"854","已修正主歌換行；副歌保留本機版本","100%","https://www.hymnal.net/zh/hymn/ts/854"
"857","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/857"
"858","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/858"
"859","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/859"
"860","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/860"
"861","已修正換行","100%","https://www.hymnal.net/zh/hymn/ts/861"
"862","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/862"
"863","已修正換行","100%","https://www.hymnal.net/zh/hymn/ts/863"
"865","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/865"
"867","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/867"
"870","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/870"
"871","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/871"
"872","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/872"
"873","已修正換行","100%","https://www.hymnal.net/zh/hymn/ts/873"
"875","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/875"
"876","已修正換行","100%","https://www.hymnal.net/zh/hymn/ts/876"
"878","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/878"
"880","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/880"
"903","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/903"
"907","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/907"
"916","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/916"
"917","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/917"
"920","已修正主歌換行；副歌保留本機版本","100%","https://www.hymnal.net/zh/hymn/ts/920"
"921","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/921"
"922","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/922"
"924","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/924"
"926","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/926"
"928","已修正換行","100%","https://www.hymnal.net/zh/hymn/ts/928"
"930","純文字仍不同，未修改","","https://www.hymnal.net/zh/hymn/ts/930"
